"Jul.Day","YYYY/MM/DD","Wdy","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2457757,"2017/01/03","Tue",1.3438,0.96013,117.67,0.81596,1.02659,1.3831,7.7563,1.4436,1208.5,20.909
2457758,"2017/01/04","Wed",1.3293,0.95461,117.43,0.81328,1.02277,1.3755,7.7553,1.4394,1198.6,21.385
2457759,"2017/01/05","Thu",1.3216,0.94353,115.42,0.80566,1.01078,1.3637,7.7545,1.4244,1183.2,21.399
2457760,"2017/01/06","Fri",1.3216,0.94704,116.85,0.81214,1.01513,1.3692,7.7552,1.4343,1200.4,21.302
2457763,"2017/01/09","Mon",1.3222,0.94558,116.08,0.82201,1.01489,1.3582,7.7559,1.4233,1202.0,21.336
2457764,"2017/01/10","Tue",1.3208,0.94593,115.76,0.82211,1.01584,1.3569,7.7544,1.4294,1197.5,21.628
2457765,"2017/01/11","Wed",1.3232,0.95242,116.27,0.82540,1.02044,1.3517,7.7557,1.4274,1196.4,21.882
2457766,"2017/01/12","Thu",1.3130,0.93766,113.88,0.81894,1.00667,1.3321,7.7545,1.4010,1172.3,21.699
2457767,"2017/01/13","Fri",1.3135,0.94124,115.02,0.81976,1.00984,1.3369,7.7553,1.4075,1179.1,21.547
2457770,"2017/01/16","Mon",1.3163,0.94338,114.06,0.83037,1.01168,1.3381,7.7553,1.4087,1184.8,21.650
2457771,"2017/01/17","Tue",1.3060,0.93499,112.98,0.80747,1.00276,1.3267,7.7561,1.3923,1163.0,21.580
2457772,"2017/01/18","Wed",1.3177,0.93613,113.40,0.81244,1.00282,1.3241,7.7565,1.3932,1172.3,21.856
2457773,"2017/01/19","Thu",1.3329,0.94072,115.30,0.81180,1.00947,1.3256,7.7569,1.3947,1178.5,21.898
2457774,"2017/01/20","Fri",1.3339,0.93640,115.09,0.81118,1.00505,1.3258,7.7587,1.3990,1176.3,21.686
2457777,"2017/01/23","Mon",1.3289,0.93112,112.91,0.80093,0.99902,1.3220,7.7563,1.3861,1165.7,21.434
2457778,"2017/01/24","Tue",1.3152,0.93039,113.67,0.79801,1.00000,1.3186,7.7570,1.3772,1167.0,21.385
2457779,"2017/01/25","Wed",1.3075,0.93087,113.60,0.79247,0.99962,1.3220,7.7574,1.3760,1165.3,21.312
2457780,"2017/01/26","Thu",1.3104,0.93727,114.75,0.79505,1.00115,1.3281,7.7580,1.3829,1171.0,21.304
2457781,"2017/01/27","Fri",1.3108,0.93548,115.18,0.79810,0.99916,1.3250,7.7582,1.3780,1176.7,21.027
2457784,"2017/01/30","Mon",1.3093,0.93635,113.85,0.80168,0.99764,1.3237,7.7583,1.3739,1172.2,20.756
2457785,"2017/01/31","Tue",1.3030,0.92654,112.72,0.79471,0.98907,1.3190,7.7584,1.3645,1152.1,20.838
2457786,"2017/02/01","Wed",1.3089,0.92968,113.32,0.79097,0.99310,1.3221,7.7594,1.3792,1155.3,20.819
2457787,"2017/02/02","Thu",1.3019,0.92570,112.43,0.79739,0.98944,1.3035,7.7596,1.3690,1141.0,20.629
2457788,"2017/02/03","Fri",1.3004,0.92667,112.39,0.79936,0.99108,1.3012,7.7583,1.3647,1135.7,20.360
2457791,"2017/02/06","Mon",1.3117,0.93194,112.30,0.80329,0.99341,1.3090,7.7584,1.3694,1135.7,20.521
2457792,"2017/02/07","Tue",1.3167,0.93542,112.16,0.80096,0.99712,1.3098,7.7586,1.3670,1144.0,20.644
2457793,"2017/02/08","Wed",1.3157,0.93398,111.78,0.79739,0.99358,1.3077,7.7588,1.3660,1144.1,20.510
2457794,"2017/02/09","Thu",1.3141,0.93831,113.28,0.79909,1.00137,1.3119,7.7577,1.3925,1149.7,20.421
2457795,"2017/02/10","Fri",1.3074,0.93909,113.19,0.79993,1.00268,1.3013,7.7595,1.3879,1146.8,20.311
2457798,"2017/02/13","Mon",1.3071,0.94321,113.76,0.79940,1.00546,1.3084,7.7596,1.3935,1151.6,20.328
2457799,"2017/02/14","Tue",1.3093,0.94548,114.35,0.80227,1.00723,1.3090,7.7596,1.3979,1140.5,20.347
2457800,"2017/02/15","Wed",1.3084,0.94374,114.17,0.80231,1.00623,1.2993,7.7608,1.3887,1136.8,20.292
2457801,"2017/02/16","Thu",1.3058,0.93808,113.35,0.80155,0.99923,1.2998,7.7600,1.3838,1141.4,20.340
2457802,"2017/02/17","Fri",1.3116,0.94211,112.87,0.80471,1.00214,1.3061,7.7615,1.3925,1152.5,20.462
2457806,"2017/02/21","Tue",1.3149,0.94781,113.45,0.80226,1.00836,1.3036,7.7610,1.3957,1144.4,20.427
2457807,"2017/02/22","Wed",1.3187,0.94741,113.49,0.80286,1.01096,1.3016,7.7604,1.3965,1143.7,19.920
2457808,"2017/02/23","Thu",1.3109,0.94472,112.72,0.79700,1.00614,1.2963,7.7596,1.3821,1131.1,19.737
2457809,"2017/02/24","Fri",1.3104,0.94511,112.29,0.80010,1.00560,1.3021,7.7610,1.3889,1131.6,19.873
2457812,"2017/02/27","Mon",1.3101,0.94116,111.97,0.80173,1.00514,1.3000,7.7613,1.3844,1131.3,19.832
2457813,"2017/02/28","Tue",1.3248,0.94185,112.08,0.80476,1.00227,1.3011,7.7625,1.3833,1129.4,20.003
2457814,"2017/03/01","Wed",1.3346,0.94666,113.68,0.81180,1.00725,1.3050,7.7631,1.4025,1141.7,19.884
2457815,"2017/03/02","Thu",1.3384,0.95104,114.49,0.81525,1.01202,1.3197,7.7628,1.4145,1147.9,19.926
2457816,"2017/03/03","Fri",1.3419,0.94767,114.59,0.81649,1.01184,1.3232,7.7636,1.4265,1157.8,19.581
2457819,"2017/03/06","Mon",1.3410,0.94477,113.93,0.81694,1.01162,1.3190,7.7639,1.4290,1155.0,19.537
2457820,"2017/03/07","Tue",1.3413,0.94504,113.96,0.81911,1.01322,1.3154,7.7645,1.4321,1152.3,19.513
2457821,"2017/03/08","Wed",1.3481,0.94816,114.54,0.82296,1.01460,1.3256,7.7676,1.4457,1155.2,19.609
2457822,"2017/03/09","Thu",1.3505,0.94467,114.74,0.82212,1.01321,1.3307,7.7648,1.4480,1158.2,19.793
2457823,"2017/03/10","Fri",1.3469,0.93750,115.02,0.82258,1.01058,1.3280,7.7653,1.4455,1151.2,19.660
2457826,"2017/03/13","Mon",1.3453,0.93723,114.59,0.81741,1.00689,1.3190,7.7644,1.4438,1145.9,19.562
2457827,"2017/03/14","Tue",1.3463,0.93937,114.58,0.82192,1.00779,1.3202,7.7683,1.4425,1149.7,19.620
2457828,"2017/03/15","Wed",1.3451,0.94056,114.67,0.81829,1.00802,1.3170,7.7690,1.4375,1144.8,19.452
2457829,"2017/03/16","Thu",1.3316,0.93138,113.04,0.80855,0.99544,1.3032,7.7611,1.4326,1126.6,19.173
2457830,"2017/03/17","Fri",1.3369,0.93099,112.63,0.80838,0.99776,1.3005,7.7617,1.4266,1130.1,19.131
2457833,"2017/03/20","Mon",1.3357,0.92996,112.62,0.80868,0.99679,1.2930,7.7652,1.4185,1113.1,19.027
2457834,"2017/03/21","Tue",1.3320,0.92513,111.93,0.80130,0.99366,1.2960,7.7657,1.4163,1119.3,19.094
2457835,"2017/03/22","Wed",1.3347,0.92591,111.04,0.80157,0.98999,1.3029,7.7666,1.4172,1118.8,19.067
2457836,"2017/03/23","Thu",1.3333,0.92706,111.11,0.79838,0.99248,1.3084,7.7673,1.4201,1118.5,18.996
2457837,"2017/03/24","Fri",1.3373,0.92553,111.07,0.80068,0.99125,1.3126,7.7670,1.4228,1118.1,18.854
2457840,"2017/03/27","Mon",1.3368,0.91902,110.48,0.79482,0.98309,1.3120,7.7671,1.4178,1109.4,18.823
2457841,"2017/03/28","Tue",1.3363,0.92159,110.53,0.79980,0.98511,1.3074,7.7672,1.4216,1112.7,18.864
2457842,"2017/03/29","Wed",1.3372,0.92971,111.06,0.80583,0.99665,1.3057,7.7691,1.4238,1113.4,18.831
2457843,"2017/03/30","Thu",1.3279,0.93225,111.40,0.80071,0.99700,1.3047,7.7706,1.4240,1114.9,18.666
2457844,"2017/03/31","Fri",1.3322,0.93481,111.39,0.79772,0.99993,1.3094,7.7717,1.4283,1118.6,18.832
2457847,"2017/04/03","Mon",1.3389,0.93859,111.02,0.80145,1.00292,1.3157,7.7711,1.4294,1118.5,18.736
2457848,"2017/04/04","Tue",1.3415,0.93778,110.78,0.80411,1.00224,1.3217,7.7707,1.4335,1123.5,18.820
2457849,"2017/04/05","Wed",1.3411,0.93803,111.20,0.80080,1.00517,1.3204,7.7693,1.4380,1127.9,18.728
2457850,"2017/04/06","Thu",1.3409,0.93901,111.00,0.80097,1.00464,1.3247,7.7697,1.4343,1132.5,18.754
2457851,"2017/04/07","Fri",1.3397,0.94206,110.81,0.80661,1.00676,1.3305,7.7694,1.4373,1134.4,18.654
2457854,"2017/04/10","Mon",1.3347,0.94298,110.95,0.80530,1.00778,1.3334,7.7697,1.4358,1142.7,18.693
2457855,"2017/04/11","Tue",1.3335,0.94214,109.75,0.80109,1.00718,1.3340,7.7712,1.4380,1148.6,18.753
2457856,"2017/04/12","Wed",1.3302,0.94247,109.57,0.80007,1.00544,1.3359,7.7710,1.4441,1139.8,18.770
2457857,"2017/04/13","Thu",1.3265,0.94071,109.27,0.79866,1.00477,1.3183,7.7739,1.4260,1134.7,18.534
2457861,"2017/04/17","Mon",1.3277,0.93811,108.47,0.79451,1.00219,1.3151,7.7722,1.4229,1135.8,18.546
2457862,"2017/04/18","Tue",1.3381,0.93404,108.44,0.78325,0.99776,1.3242,7.7744,1.4219,1144.7,18.479
2457863,"2017/04/19","Wed",1.3469,0.93398,109.06,0.78195,0.99859,1.3333,7.7744,1.4282,1143.4,18.872
2457864,"2017/04/20","Thu",1.3480,0.92965,109.33,0.77942,0.99608,1.3264,7.7749,1.4249,1137.6,18.851
2457865,"2017/04/21","Fri",1.3503,0.93518,109.07,0.78233,0.99882,1.3266,7.7758,1.4247,1135.7,18.840
2457868,"2017/04/24","Mon",1.3516,0.92184,109.71,0.78227,0.99639,1.3232,7.7796,1.4247,1132.9,18.689
2457869,"2017/04/25","Tue",1.3615,0.91400,110.87,0.77907,0.99256,1.3269,7.7799,1.4394,1128.0,18.936
2457870,"2017/04/26","Wed",1.3592,0.91975,111.50,0.77896,0.99568,1.3400,7.7809,1.4535,1133.6,19.138
2457871,"2017/04/27","Thu",1.3667,0.92052,111.11,0.77587,0.99490,1.3421,7.7801,1.4591,1135.1,19.125
2457872,"2017/04/28","Fri",1.3665,0.91791,111.46,0.77299,0.99447,1.3377,7.7782,1.4578,1139.7,18.937
2457875,"2017/05/01","Mon",1.3660,0.91666,111.69,0.77420,0.99483,1.3276,7.7776,1.4476,1136.4,18.777
2457876,"2017/05/02","Tue",1.3720,0.91644,112.09,0.77392,0.99327,1.3293,7.7814,1.4442,1129.2,18.779
2457877,"2017/05/03","Wed",1.3714,0.91653,112.41,0.77476,0.99154,1.3419,7.7816,1.4483,1132.5,18.809
2457878,"2017/05/04","Thu",1.3743,0.91273,112.65,0.77456,0.98963,1.3517,7.7820,1.4588,1135.8,19.014
2457879,"2017/05/05","Fri",1.3712,0.91031,112.58,0.77177,0.98790,1.3500,7.7840,1.4472,1137.9,19.010
2457882,"2017/05/08","Mon",1.3705,0.91458,112.89,0.77263,0.99738,1.3536,7.7847,1.4463,1133.6,19.117
2457883,"2017/05/09","Tue",1.3728,0.91894,114.11,0.77337,1.00660,1.3612,7.7842,1.4506,1137.4,19.181
2457884,"2017/05/10","Wed",1.3672,0.92005,114.03,0.77278,1.00819,1.3557,7.7863,1.4405,1133.7,19.007
2457885,"2017/05/11","Thu",1.3707,0.92043,113.85,0.77656,1.00742,1.3567,7.7899,1.4602,1127.2,18.898
2457886,"2017/05/12","Fri",1.3714,0.91592,113.43,0.77651,1.00329,1.3523,7.7936,1.4588,1123.2,18.774
2457889,"2017/05/15","Mon",1.3641,0.91104,113.58,0.77479,0.99657,1.3469,7.7884,1.4515,1116.3,18.671
2457890,"2017/05/16","Tue",1.3596,0.90261,113.21,0.77466,0.98736,1.3461,7.7886,1.4524,1116.3,18.630
2457891,"2017/05/17","Wed",1.3614,0.89796,111.41,0.77186,0.98020,1.3478,7.7871,1.4451,1120.5,18.680
2457892,"2017/05/18","Thu",1.3611,0.89972,111.11,0.76994,0.97886,1.3462,7.7825,1.4468,1129.5,18.920
2457893,"2017/05/19","Fri",1.3544,0.89329,111.38,0.76776,0.97467,1.3419,7.7830,1.4458,1117.5,18.689
2457897,"2017/05/23","Tue",1.3490,0.89220,111.40,0.77037,0.97352,1.3347,7.7882,1.4237,1125.1,18.620
2457898,"2017/05/24","Wed",1.3460,0.89358,111.89,0.77232,0.97600,1.3378,7.7886,1.4228,1122.6,18.542
2457899,"2017/05/25","Thu",1.3453,0.89199,111.83,0.77218,0.97232,1.3398,7.7915,1.4213,1120.1,18.451
2457900,"2017/05/26","Fri",1.3456,0.89474,111.21,0.78092,0.97451,1.3430,7.7927,1.4164,1119.5,18.478
2457903,"2017/05/29","Mon",1.3446,0.89479,111.31,0.77876,0.97583,1.3438,7.7946,1.4146,1122.4,18.505
2457904,"2017/05/30","Tue",1.3469,0.89442,110.86,0.77770,0.97502,1.3403,7.7930,1.4107,1124.3,18.645
2457905,"2017/05/31","Wed",1.3500,0.89027,110.75,0.77644,0.96913,1.3446,7.7923,1.4087,1119.4,18.685
2457906,"2017/06/01","Thu",1.3500,0.89162,111.29,0.77622,0.97094,1.3546,7.7912,1.4154,1122.2,18.598
2457907,"2017/06/02","Fri",1.3504,0.88737,110.60,0.77654,0.96485,1.3460,7.7917,1.4017,1119.7,18.644
2457910,"2017/06/05","Mon",1.3483,0.88873,110.52,0.77417,0.96528,1.3363,7.7922,1.4005,1119.9,18.377
2457911,"2017/06/06","Tue",1.3461,0.88734,109.44,0.77567,0.96288,1.3316,7.7939,1.3909,1119.0,18.277
2457912,"2017/06/07","Wed",1.3492,0.88886,109.51,0.77269,0.96482,1.3239,7.7947,1.3898,1124.3,18.235
2457913,"2017/06/08","Thu",1.3503,0.89158,110.14,0.77323,0.96768,1.3258,7.7970,1.3861,1123.4,18.203
2457914,"2017/06/09","Fri",1.3453,0.89377,110.54,0.78553,0.97008,1.3279,7.7973,1.3881,1124.8,18.182
2457917,"2017/06/12","Mon",1.3415,0.89243,109.87,0.78995,0.96859,1.3265,7.8000,1.3890,1132.1,18.170
2457918,"2017/06/13","Tue",1.3238,0.89235,110.04,0.78499,0.96833,1.3269,7.7986,1.3847,1128.6,18.077
2457919,"2017/06/14","Wed",1.3209,0.88818,109.35,0.78238,0.96769,1.3135,7.7984,1.3716,1118.5,17.952
2457920,"2017/06/15","Thu",1.3283,0.89689,110.69,0.78403,0.97518,1.3195,7.8017,1.3886,1131.4,18.087
2457921,"2017/06/16","Fri",1.3232,0.89381,110.91,0.78231,0.97380,1.3120,7.8006,1.3792,1133.8,17.942
2457924,"2017/06/19","Mon",1.3220,0.89579,111.37,0.78443,0.97428,1.3158,7.8000,1.3813,1135.7,17.964
2457925,"2017/06/20","Tue",1.3267,0.89818,111.49,0.79178,0.97523,1.3184,7.8006,1.3813,1141.7,18.122
2457926,"2017/06/21","Wed",1.3310,0.89696,111.47,0.78925,0.97402,1.3237,7.8006,1.3839,1143.5,18.188
2457927,"2017/06/22","Thu",1.3241,0.89654,111.27,0.78947,0.97253,1.3258,7.7999,1.3764,1140.5,18.121
2457928,"2017/06/23","Fri",1.3268,0.89329,111.22,0.78583,0.96939,1.3205,7.7996,1.3721,1135.0,17.995
2457931,"2017/06/26","Mon",1.3238,0.89331,111.62,0.78573,0.97131,1.3179,7.7994,1.3703,1133.4,17.875
2457932,"2017/06/27","Tue",1.3188,0.88433,112.14,0.78225,0.96291,1.3175,7.8007,1.3733,1138.9,17.972
2457933,"2017/06/28","Wed",1.3060,0.87982,112.20,0.77429,0.96015,1.3115,7.8040,1.3704,1141.6,17.893
2457934,"2017/06/29","Thu",1.3015,0.87537,112.30,0.76998,0.95713,1.3035,7.8055,1.3717,1145.7,18.034
2457935,"2017/06/30","Fri",1.2977,0.87606,112.26,0.76960,0.95835,1.3019,7.8063,1.3651,1144.4,18.074
2457939,"2017/07/04","Tue",1.2941,0.88124,113.22,0.77375,0.96531,1.3147,7.8079,1.3716,1151.3,18.201
2457940,"2017/07/05","Wed",1.2982,0.88229,113.28,0.77394,0.96585,1.3177,7.8074,1.3751,1155.0,18.318
2457941,"2017/07/06","Thu",1.2946,0.87669,113.26,0.77184,0.96274,1.3182,7.8116,1.3764,1156.9,18.311
2457942,"2017/07/07","Fri",1.2887,0.87714,113.94,0.77619,0.96402,1.3154,7.8116,1.3743,1154.7,18.123
2457945,"2017/07/10","Mon",1.2888,0.87745,114.15,0.77648,0.96612,1.3158,7.8128,1.3753,1149.7,17.982
2457946,"2017/07/11","Tue",1.2920,0.87451,114.13,0.77784,0.96627,1.3123,7.8118,1.3846,1150.5,17.952
2457947,"2017/07/12","Wed",1.2794,0.87552,113.22,0.77601,0.96428,1.3034,7.8111,1.3775,1140.3,17.787
2457948,"2017/07/13","Thu",1.2743,0.87707,113.27,0.77315,0.96699,1.2942,7.8084,1.3661,1137.8,17.743
2457949,"2017/07/14","Fri",1.2672,0.87303,112.54,0.76554,0.96483,1.2800,7.8073,1.3629,1129.4,17.568
2457952,"2017/07/17","Mon",1.2669,0.87162,112.61,0.76559,0.96196,1.2797,7.8042,1.3646,1128.1,17.586
2457953,"2017/07/18","Tue",1.2628,0.86458,111.95,0.76724,0.95378,1.2622,7.8046,1.3592,1124.5,17.507
2457954,"2017/07/19","Wed",1.2595,0.86790,111.76,0.76747,0.95460,1.2582,7.8082,1.3584,1123.6,17.500
2457955,"2017/07/20","Thu",1.2585,0.86175,111.97,0.77090,0.95319,1.2580,7.8102,1.3534,1122.7,17.528
2457956,"2017/07/21","Fri",1.2549,0.85764,111.15,0.76997,0.94659,1.2631,7.8087,1.3436,1118.5,17.571
2457959,"2017/07/24","Mon",1.2512,0.85904,111.02,0.76747,0.94616,1.2608,7.8069,1.3454,1115.2,17.685
2457960,"2017/07/25","Tue",1.2507,0.85711,111.57,0.76641,0.94901,1.2580,7.8082,1.3464,1117.7,17.748
2457961,"2017/07/26","Wed",1.2505,0.85815,111.85,0.76572,0.95692,1.2603,7.8115,1.3426,1117.5,17.730
2457962,"2017/07/27","Thu",1.2520,0.85630,111.39,0.76379,0.96323,1.2536,7.8095,1.3336,1115.9,17.679
2457963,"2017/07/28","Fri",1.2447,0.85143,110.84,0.76231,0.96887,1.2523,7.8100,1.3331,1123.4,17.761
2457966,"2017/07/31","Mon",1.2485,0.84822,110.39,0.75952,0.96738,1.2530,7.8107,1.3347,1121.7,17.833
2457967,"2017/08/01","Tue",1.2514,0.84674,110.26,0.75664,0.96529,1.2538,7.8127,1.3375,1121.3,17.814
2457968,"2017/08/02","Wed",1.2560,0.84352,110.56,0.75576,0.96914,1.2542,7.8169,1.3447,1122.4,17.869
2457969,"2017/08/03","Thu",1.2578,0.84258,110.24,0.76143,0.96933,1.2589,7.8182,1.3457,1128.1,17.861
2457970,"2017/08/04","Fri",1.2638,0.84899,110.76,0.76617,0.97275,1.2619,7.8190,1.3485,1128.4,17.868
2457974,"2017/08/08","Tue",1.2672,0.84984,110.48,0.76996,0.97454,1.2634,7.8233,1.3632,1126.4,17.901
2457975,"2017/08/09","Wed",1.2705,0.85177,109.90,0.76958,0.96425,1.2691,7.8170,1.3653,1139.5,17.980
2457976,"2017/08/10","Thu",1.2711,0.85103,109.39,0.77008,0.96427,1.2678,7.8166,1.3736,1144.1,17.920
2457977,"2017/08/11","Fri",1.2685,0.84657,109.07,0.76953,0.96179,1.2677,7.8193,1.3682,1142.8,17.861
2457980,"2017/08/14","Mon",1.2705,0.84841,109.62,0.77079,0.97088,1.2720,7.8211,1.3713,1139.5,17.772
2457981,"2017/08/15","Tue",1.2755,0.85278,110.53,0.77741,0.97300,1.2788,7.8240,1.3807,1136.8,17.837
2457982,"2017/08/16","Wed",1.2699,0.85320,110.62,0.77731,0.97236,1.2677,7.8224,1.3747,1137.9,17.719
2457983,"2017/08/17","Thu",1.2647,0.85240,109.88,0.77637,0.96388,1.2634,7.8233,1.3696,1139.4,17.750
2457984,"2017/08/18","Fri",1.2586,0.85115,109.06,0.77706,0.96341,1.2615,7.8233,1.3657,1141.1,17.797
2457987,"2017/08/21","Mon",1.2575,0.84714,108.87,0.77518,0.96272,1.2595,7.8241,1.3651,1138.0,17.661
2457988,"2017/08/22","Tue",1.2552,0.85041,109.43,0.77953,0.96725,1.2638,7.8263,1.3722,1133.9,17.657
2457989,"2017/08/23","Wed",1.2564,0.84692,109.06,0.78144,0.96557,1.2660,7.8259,1.3854,1129.9,17.726
2457990,"2017/08/24","Thu",1.2529,0.84718,109.33,0.78077,0.96436,1.2656,7.8243,1.3861,1128.7,17.689
2457991,"2017/08/25","Fri",1.2492,0.84286,109.39,0.77725,0.95915,1.2611,7.8216,1.3823,1122.4,17.629
2457994,"2017/08/28","Mon",1.2482,0.83609,109.20,0.77360,0.95508,1.2570,7.8232,1.3791,1118.5,17.788
