,Day,CPI USA,CAD/USD,EUR/USD,JPY/USD,GBP/USD,CHF/USD,AUD/USD,HKD/USD,NZD/USD,KRW/USD,MXN/USD
2017-01-03,2,2.5000419999999997,1.3438,0.9601299999999999,117.67,0.81596,1.02659,1.3831,7.7563,1.4436,1208.5,20.909000000000002
2017-01-04,3,2.5000419999999997,1.3293,0.9546100000000001,117.43,0.81328,1.0227700000000002,1.3755,7.7553,1.4394,1198.6,21.385
2017-01-05,4,2.5000419999999997,1.3216,0.94353,115.42,0.80566,1.01078,1.3637,7.7545,1.4244,1183.2,21.399
2017-01-06,5,2.5000419999999997,1.3216,0.94704,116.85,0.81214,1.0151299999999999,1.3692,7.7552,1.4343,1200.4,21.302
2017-01-09,8,2.5000419999999997,1.3222,0.94558,116.08,0.82201,1.01489,1.3582,7.7559,1.4233,1202.0,21.336
2017-01-10,9,2.5000419999999997,1.3208,0.9459299999999999,115.76,0.82211,1.0158399999999999,1.3569,7.7544,1.4294,1197.5,21.628
2017-01-11,10,2.5000419999999997,1.3232,0.95242,116.27,0.8254,1.02044,1.3517,7.7557,1.4274,1196.4,21.881999999999998
2017-01-12,11,2.5000419999999997,1.313,0.93766,113.88,0.81894,1.0066700000000002,1.3321,7.7545,1.401,1172.3,21.699
2017-01-13,12,2.5000419999999997,1.3135,0.94124,115.02,0.81976,1.00984,1.3369,7.7553,1.4075,1179.1,21.546999999999997
2017-01-16,15,2.5000419999999997,1.3163,0.9433799999999999,114.06,0.83037,1.01168,1.3381,7.7553,1.4087,1184.8,21.65
2017-01-17,16,2.5000419999999997,1.306,0.93499,112.98,0.80747,1.00276,1.3267,7.7561,1.3923,1163.0,21.58
2017-01-18,17,2.5000419999999997,1.3177,0.9361299999999999,113.4,0.8124399999999999,1.00282,1.3241,7.7565,1.3932,1172.3,21.855999999999998
2017-01-19,18,2.5000419999999997,1.3329,0.9407200000000001,115.3,0.8118,1.00947,1.3256,7.7569,1.3947,1178.5,21.898000000000003
2017-01-20,19,2.5000419999999997,1.3339,0.9364,115.09,0.81118,1.00505,1.3258,7.7587,1.399,1176.3,21.686
2017-01-23,22,2.5000419999999997,1.3289,0.9311200000000001,112.91,0.80093,0.99902,1.322,7.7563,1.3861,1165.7,21.434
2017-01-24,23,2.5000419999999997,1.3152,0.9303899999999999,113.67,0.79801,1.0,1.3186,7.757,1.3772,1167.0,21.385
2017-01-25,24,2.5000419999999997,1.3075,0.9308700000000001,113.6,0.79247,0.9996200000000001,1.322,7.7574,1.376,1165.3,21.311999999999998
2017-01-26,25,2.5000419999999997,1.3104,0.93727,114.75,0.79505,1.00115,1.3281,7.758,1.3829,1171.0,21.304000000000002
2017-01-27,26,2.5000419999999997,1.3108,0.93548,115.18,0.7981,0.99916,1.325,7.7582,1.378,1176.7,21.026999999999997
2017-01-30,29,2.5000419999999997,1.3093,0.93635,113.85,0.8016800000000001,0.99764,1.3237,7.7583,1.3739,1172.2,20.756
2017-01-31,30,2.5000419999999997,1.303,0.9265399999999999,112.72,0.79471,0.9890700000000001,1.319,7.7584,1.3645,1152.1,20.838
2017-02-01,31,2.7379580000000003,1.3089,0.92968,113.32,0.79097,0.9931,1.3221,7.7594,1.3792,1155.3,20.819000000000003
2017-02-02,32,2.7379580000000003,1.3019,0.9257,112.43,0.7973899999999999,0.98944,1.3035,7.7596,1.369,1141.0,20.629
2017-02-03,33,2.7379580000000003,1.3004,0.9266700000000001,112.39,0.7993600000000001,0.99108,1.3012,7.7583,1.3647,1135.7,20.36
2017-02-06,36,2.7379580000000003,1.3117,0.93194,112.3,0.80329,0.99341,1.309,7.7584,1.3694,1135.7,20.521
2017-02-07,37,2.7379580000000003,1.3167,0.93542,112.16,0.80096,0.9971200000000001,1.3098,7.7586,1.367,1144.0,20.644000000000002
2017-02-08,38,2.7379580000000003,1.3157,0.9339799999999999,111.78,0.7973899999999999,0.9935799999999999,1.3077,7.7588,1.366,1144.1,20.51
2017-02-09,39,2.7379580000000003,1.3141,0.9383100000000001,113.28,0.79909,1.00137,1.3119,7.7577,1.3925,1149.7,20.421
2017-02-10,40,2.7379580000000003,1.3074,0.93909,113.19,0.79993,1.00268,1.3013,7.7595,1.3879,1146.8,20.311
2017-02-13,43,2.7379580000000003,1.3071,0.94321,113.76,0.7994,1.00546,1.3084,7.7596,1.3935,1151.6,20.328
2017-02-14,44,2.7379580000000003,1.3093,0.9454799999999999,114.35,0.8022699999999999,1.0072299999999998,1.309,7.7596,1.3979,1140.5,20.347
2017-02-15,45,2.7379580000000003,1.3084,0.9437399999999999,114.17,0.8023100000000001,1.00623,1.2993,7.7608,1.3887,1136.8,20.292
2017-02-16,46,2.7379580000000003,1.3058,0.9380799999999999,113.35,0.80155,0.99923,1.2998,7.76,1.3838,1141.4,20.34
2017-02-17,47,2.7379580000000003,1.3116,0.94211,112.87,0.80471,1.00214,1.3061,7.7615,1.3925,1152.5,20.462
2017-02-21,51,2.7379580000000003,1.3149,0.94781,113.45,0.8022600000000001,1.0083600000000001,1.3036,7.761,1.3957,1144.4,20.427
2017-02-22,52,2.7379580000000003,1.3187,0.9474100000000001,113.49,0.80286,1.01096,1.3016,7.7604,1.3965,1143.7,19.92
2017-02-23,53,2.7379580000000003,1.3109,0.9447200000000001,112.72,0.797,1.00614,1.2963,7.7596,1.3821,1131.1,19.737000000000002
2017-02-24,54,2.7379580000000003,1.3104,0.94511,112.29,0.8001,1.0056,1.3021,7.761,1.3889,1131.6,19.873
2017-02-27,57,2.7379580000000003,1.3101,0.94116,111.97,0.80173,1.00514,1.3,7.7613,1.3844,1131.3,19.832
2017-02-28,58,2.7379580000000003,1.3248,0.94185,112.08,0.80476,1.00227,1.3011,7.7625,1.3833,1129.4,20.003
2017-03-01,59,2.3806119999999997,1.3346,0.9466600000000001,113.68,0.8118,1.00725,1.305,7.7631,1.4025,1141.7,19.884
2017-03-02,60,2.3806119999999997,1.3384,0.95104,114.49,0.81525,1.0120200000000001,1.3197,7.7628,1.4145,1147.9,19.926
2017-03-03,61,2.3806119999999997,1.3419,0.9476700000000001,114.59,0.8164899999999999,1.01184,1.3232,7.7636,1.4265,1157.8,19.581
2017-03-06,64,2.3806119999999997,1.341,0.9447700000000001,113.93,0.81694,1.01162,1.319,7.7639,1.429,1155.0,19.537
2017-03-07,65,2.3806119999999997,1.3413,0.94504,113.96,0.81911,1.01322,1.3154,7.7645,1.4321,1152.3,19.512999999999998
2017-03-08,66,2.3806119999999997,1.3481,0.94816,114.54,0.82296,1.0146,1.3256,7.7676,1.4457,1155.2,19.609
2017-03-09,67,2.3806119999999997,1.3505,0.9446700000000001,114.74,0.8221200000000001,1.01321,1.3307,7.7648,1.448,1158.2,19.793
2017-03-10,68,2.3806119999999997,1.3469,0.9375,115.02,0.82258,1.01058,1.328,7.7653,1.4455,1151.2,19.66
2017-03-13,71,2.3806119999999997,1.3453,0.9372299999999999,114.59,0.8174100000000001,1.00689,1.319,7.7644,1.4438,1145.9,19.562
2017-03-14,72,2.3806119999999997,1.3463,0.93937,114.58,0.8219200000000001,1.00779,1.3202,7.7683,1.4425,1149.7,19.62
2017-03-15,73,2.3806119999999997,1.3451,0.9405600000000001,114.67,0.81829,1.0080200000000001,1.317,7.769,1.4375,1144.8,19.452
2017-03-16,74,2.3806119999999997,1.3316,0.9313799999999999,113.04,0.80855,0.99544,1.3032,7.7611,1.4326,1126.6,19.173
2017-03-17,75,2.3806119999999997,1.3369,0.93099,112.63,0.80838,0.9977600000000001,1.3005,7.7617,1.4266,1130.1,19.131
2017-03-20,78,2.3806119999999997,1.3357,0.92996,112.62,0.8086800000000001,0.99679,1.293,7.7652,1.4185,1113.1,19.027
2017-03-21,79,2.3806119999999997,1.332,0.9251299999999999,111.93,0.8013,0.99366,1.296,7.7657,1.4163,1119.3,19.094
2017-03-22,80,2.3806119999999997,1.3347,0.92591,111.04,0.80157,0.9899899999999999,1.3029,7.7666,1.4172,1118.8,19.067
2017-03-23,81,2.3806119999999997,1.3333,0.92706,111.11,0.79838,0.9924799999999999,1.3084,7.7673,1.4201,1118.5,18.996
2017-03-24,82,2.3806119999999997,1.3373,0.92553,111.07,0.8006800000000001,0.99125,1.3126,7.767,1.4228,1118.1,18.854
2017-03-27,85,2.3806119999999997,1.3368,0.9190200000000001,110.48,0.79482,0.9830899999999999,1.312,7.7671,1.4178,1109.4,18.823
2017-03-28,86,2.3806119999999997,1.3363,0.9215899999999999,110.53,0.7998,0.98511,1.3074,7.7672,1.4216,1112.7,18.864
2017-03-29,87,2.3806119999999997,1.3372,0.92971,111.06,0.80583,0.99665,1.3057,7.7691,1.4238,1113.4,18.831
2017-03-30,88,2.3806119999999997,1.3279,0.93225,111.4,0.80071,0.997,1.3047,7.7706,1.424,1114.9,18.666
2017-03-31,89,2.3806119999999997,1.3322,0.93481,111.39,0.79772,0.9999299999999999,1.3094,7.7717,1.4283,1118.6,18.832
2017-04-03,92,2.1996900000000004,1.3389,0.9385899999999999,111.02,0.80145,1.00292,1.3157,7.7711,1.4294,1118.5,18.736
2017-04-04,93,2.1996900000000004,1.3415,0.93778,110.78,0.80411,1.00224,1.3217,7.7707,1.4335,1123.5,18.82
2017-04-05,94,2.1996900000000004,1.3411,0.9380299999999999,111.2,0.8008,1.0051700000000001,1.3204,7.7693,1.438,1127.9,18.727999999999998
2017-04-06,95,2.1996900000000004,1.3409,0.93901,111.0,0.80097,1.00464,1.3247,7.7697,1.4343,1132.5,18.754
2017-04-07,96,2.1996900000000004,1.3397,0.94206,110.81,0.80661,1.00676,1.3305,7.7694,1.4373,1134.4,18.654
2017-04-10,99,2.1996900000000004,1.3347,0.9429799999999999,110.95,0.8053,1.00778,1.3334,7.7697,1.4358,1142.7,18.692999999999998
2017-04-11,100,2.1996900000000004,1.3335,0.94214,109.75,0.80109,1.00718,1.334,7.7712,1.438,1148.6,18.753
2017-04-12,101,2.1996900000000004,1.3302,0.94247,109.57,0.80007,1.00544,1.3359,7.771,1.4441,1139.8,18.77
2017-04-13,102,2.1996900000000004,1.3265,0.94071,109.27,0.79866,1.0047700000000002,1.3183,7.7739,1.426,1134.7,18.534000000000002
2017-04-17,106,2.1996900000000004,1.3277,0.93811,108.47,0.79451,1.00219,1.3151,7.7722,1.4229,1135.8,18.546
2017-04-18,107,2.1996900000000004,1.3381,0.93404,108.44,0.78325,0.9977600000000001,1.3242,7.7744,1.4219,1144.7,18.479
2017-04-19,108,2.1996900000000004,1.3469,0.9339799999999999,109.06,0.78195,0.99859,1.3333,7.7744,1.4282,1143.4,18.872
2017-04-20,109,2.1996900000000004,1.348,0.92965,109.33,0.77942,0.99608,1.3264,7.7749,1.4249,1137.6,18.851
2017-04-21,110,2.1996900000000004,1.3503,0.9351799999999999,109.07,0.78233,0.99882,1.3266,7.7758,1.4247,1135.7,18.84
2017-04-24,113,2.1996900000000004,1.3516,0.92184,109.71,0.78227,0.99639,1.3232,7.7796,1.4247,1132.9,18.689
2017-04-25,114,2.1996900000000004,1.3615,0.914,110.87,0.7790699999999999,0.99256,1.3269,7.7799,1.4394,1128.0,18.936
2017-04-26,115,2.1996900000000004,1.3592,0.91975,111.5,0.77896,0.9956799999999999,1.34,7.7809,1.4535,1133.6,19.137999999999998
2017-04-27,116,2.1996900000000004,1.3667,0.9205200000000001,111.11,0.77587,0.9949,1.3421,7.7801,1.4591,1135.1,19.125
2017-04-28,117,2.1996900000000004,1.3665,0.91791,111.46,0.77299,0.9944700000000001,1.3377,7.7782,1.4578,1139.7,18.937
2017-05-01,120,1.8748779999999998,1.366,0.91666,111.69,0.7742,0.9948299999999999,1.3276,7.7776,1.4476,1136.4,18.777
2017-05-02,121,1.8748779999999998,1.372,0.9164399999999999,112.09,0.7739199999999999,0.9932700000000001,1.3293,7.7814,1.4442,1129.2,18.779
2017-05-03,122,1.8748779999999998,1.3714,0.91653,112.41,0.77476,0.99154,1.3419,7.7816,1.4483,1132.5,18.809
2017-05-04,123,1.8748779999999998,1.3743,0.9127299999999999,112.65,0.77456,0.9896299999999999,1.3517,7.782,1.4588,1135.8,19.014
2017-05-05,124,1.8748779999999998,1.3712,0.9103100000000001,112.58,0.77177,0.9879,1.35,7.784,1.4472,1137.9,19.01
2017-05-08,127,1.8748779999999998,1.3705,0.91458,112.89,0.77263,0.9973799999999999,1.3536,7.7847,1.4463,1133.6,19.117
2017-05-09,128,1.8748779999999998,1.3728,0.91894,114.11,0.77337,1.0066,1.3612,7.7842,1.4506,1137.4,19.180999999999997
2017-05-10,129,1.8748779999999998,1.3672,0.92005,114.03,0.77278,1.00819,1.3557,7.7863,1.4405,1133.7,19.007
2017-05-11,130,1.8748779999999998,1.3707,0.92043,113.85,0.77656,1.00742,1.3567,7.7899,1.4602,1127.2,18.898
2017-05-12,131,1.8748779999999998,1.3714,0.9159200000000001,113.43,0.77651,1.00329,1.3523,7.7936,1.4588,1123.2,18.774
2017-05-15,134,1.8748779999999998,1.3641,0.91104,113.58,0.77479,0.9965700000000001,1.3469,7.7884,1.4515,1116.3,18.671
2017-05-16,135,1.8748779999999998,1.3596,0.90261,113.21,0.77466,0.98736,1.3461,7.7886,1.4524,1116.3,18.63
2017-05-17,136,1.8748779999999998,1.3614,0.8979600000000001,111.41,0.77186,0.9802,1.3478,7.7871,1.4451,1120.5,18.68
2017-05-18,137,1.8748779999999998,1.3611,0.8997200000000001,111.11,0.76994,0.9788600000000001,1.3462,7.7825,1.4468,1129.5,18.92
2017-05-19,138,1.8748779999999998,1.3544,0.8932899999999999,111.38,0.76776,0.97467,1.3419,7.783,1.4458,1117.5,18.689
2017-05-23,142,1.8748779999999998,1.349,0.8922,111.4,0.77037,0.97352,1.3347,7.7882,1.4237,1125.1,18.62
2017-05-24,143,1.8748779999999998,1.346,0.8935799999999999,111.89,0.77232,0.976,1.3378,7.7886,1.4228,1122.6,18.542
2017-05-25,144,1.8748779999999998,1.3453,0.89199,111.83,0.77218,0.9723200000000001,1.3398,7.7915,1.4213,1120.1,18.451
2017-05-26,145,1.8748779999999998,1.3456,0.89474,111.21,0.78092,0.97451,1.343,7.7927,1.4164,1119.5,18.477999999999998
2017-05-29,148,1.8748779999999998,1.3446,0.89479,111.31,0.77876,0.97583,1.3438,7.7946,1.4146,1122.4,18.505
2017-05-30,149,1.8748779999999998,1.3469,0.8944200000000001,110.86,0.7777,0.9750200000000001,1.3403,7.793,1.4107,1124.3,18.645
2017-05-31,150,1.8748779999999998,1.35,0.8902700000000001,110.75,0.77644,0.9691299999999999,1.3446,7.7923,1.4087,1119.4,18.685
2017-06-01,151,1.6334879999999998,1.35,0.8916200000000001,111.29,0.77622,0.9709399999999999,1.3546,7.7912,1.4154,1122.2,18.598
2017-06-02,152,1.6334879999999998,1.3504,0.8873700000000001,110.6,0.77654,0.96485,1.346,7.7917,1.4017,1119.7,18.644000000000002
2017-06-05,155,1.6334879999999998,1.3483,0.8887299999999999,110.52,0.77417,0.9652799999999999,1.3363,7.7922,1.4005,1119.9,18.377
2017-06-06,156,1.6334879999999998,1.3461,0.88734,109.44,0.77567,0.96288,1.3316,7.7939,1.3909,1119.0,18.277
2017-06-07,157,1.6334879999999998,1.3492,0.88886,109.51,0.77269,0.9648200000000001,1.3239,7.7947,1.3898,1124.3,18.235
2017-06-08,158,1.6334879999999998,1.3503,0.8915799999999999,110.14,0.77323,0.9676799999999999,1.3258,7.797,1.3861,1123.4,18.203
2017-06-09,159,1.6334879999999998,1.3453,0.8937700000000001,110.54,0.7855300000000001,0.9700799999999999,1.3279,7.7973,1.3881,1124.8,18.182000000000002
2017-06-12,162,1.6334879999999998,1.3415,0.89243,109.87,0.78995,0.96859,1.3265,7.8,1.389,1132.1,18.17
2017-06-13,163,1.6334879999999998,1.3238,0.89235,110.04,0.78499,0.9683299999999999,1.3269,7.7986,1.3847,1128.6,18.077
2017-06-14,164,1.6334879999999998,1.3209,0.88818,109.35,0.78238,0.9676899999999999,1.3135,7.7984,1.3716,1118.5,17.952
2017-06-15,165,1.6334879999999998,1.3283,0.89689,110.69,0.78403,0.9751799999999999,1.3195,7.8017,1.3886,1131.4,18.087
2017-06-16,166,1.6334879999999998,1.3232,0.89381,110.91,0.7823100000000001,0.9738,1.312,7.8006,1.3792,1133.8,17.942
2017-06-19,169,1.6334879999999998,1.322,0.89579,111.37,0.7844300000000001,0.9742799999999999,1.3158,7.8,1.3813,1135.7,17.964000000000002
2017-06-20,170,1.6334879999999998,1.3267,0.89818,111.49,0.79178,0.9752299999999999,1.3184,7.8006,1.3813,1141.7,18.122
2017-06-21,171,1.6334879999999998,1.331,0.8969600000000001,111.47,0.78925,0.9740200000000001,1.3237,7.8006,1.3839,1143.5,18.188
2017-06-22,172,1.6334879999999998,1.3241,0.89654,111.27,0.78947,0.9725299999999999,1.3258,7.7999,1.3764,1140.5,18.121
2017-06-23,173,1.6334879999999998,1.3268,0.8932899999999999,111.22,0.78583,0.96939,1.3205,7.7996,1.3721,1135.0,17.995
2017-06-26,176,1.6334879999999998,1.3238,0.89331,111.62,0.78573,0.97131,1.3179,7.7994,1.3703,1133.4,17.875
2017-06-27,177,1.6334879999999998,1.3188,0.88433,112.14,0.78225,0.96291,1.3175,7.8007,1.3733,1138.9,17.972
2017-06-28,178,1.6334879999999998,1.306,0.87982,112.2,0.7742899999999999,0.96015,1.3115,7.804,1.3704,1141.6,17.893
2017-06-29,179,1.6334879999999998,1.3015,0.8753700000000001,112.3,0.76998,0.9571299999999999,1.3035,7.8055,1.3717,1145.7,18.034000000000002
2017-06-30,180,1.6334879999999998,1.2977,0.8760600000000001,112.26,0.7696,0.95835,1.3019,7.8063,1.3651,1144.4,18.074
2017-07-04,184,1.7279779999999998,1.2941,0.8812399999999999,113.22,0.77375,0.96531,1.3147,7.8079,1.3716,1151.3,18.201
2017-07-05,185,1.7279779999999998,1.2982,0.88229,113.28,0.77394,0.96585,1.3177,7.8074,1.3751,1155.0,18.317999999999998
2017-07-06,186,1.7279779999999998,1.2946,0.87669,113.26,0.77184,0.9627399999999999,1.3182,7.8116,1.3764,1156.9,18.311
2017-07-07,187,1.7279779999999998,1.2887,0.8771399999999999,113.94,0.7761899999999999,0.9640200000000001,1.3154,7.8116,1.3743,1154.7,18.123
2017-07-10,190,1.7279779999999998,1.2888,0.87745,114.15,0.7764800000000001,0.9661200000000001,1.3158,7.8128,1.3753,1149.7,17.982
2017-07-11,191,1.7279779999999998,1.292,0.87451,114.13,0.77784,0.9662700000000001,1.3123,7.8118,1.3846,1150.5,17.952
2017-07-12,192,1.7279779999999998,1.2794,0.8755200000000001,113.22,0.7760100000000001,0.9642799999999999,1.3034,7.8111,1.3775,1140.3,17.787
2017-07-13,193,1.7279779999999998,1.2743,0.8770700000000001,113.27,0.77315,0.96699,1.2942,7.8084,1.3661,1137.8,17.743
2017-07-14,194,1.7279779999999998,1.2672,0.87303,112.54,0.76554,0.96483,1.28,7.8073,1.3629,1129.4,17.567999999999998
2017-07-17,197,1.7279779999999998,1.2669,0.8716200000000001,112.61,0.76559,0.96196,1.2797,7.8042,1.3646,1128.1,17.586
2017-07-18,198,1.7279779999999998,1.2628,0.8645799999999999,111.95,0.7672399999999999,0.95378,1.2622,7.8046,1.3592,1124.5,17.507
2017-07-19,199,1.7279779999999998,1.2595,0.8679,111.76,0.76747,0.9546,1.2582,7.8082,1.3584,1123.6,17.5
2017-07-20,200,1.7279779999999998,1.2585,0.86175,111.97,0.7709,0.95319,1.258,7.8102,1.3534,1122.7,17.528
2017-07-21,201,1.7279779999999998,1.2549,0.85764,111.15,0.7699699999999999,0.9465899999999999,1.2631,7.8087,1.3436,1118.5,17.570999999999998
2017-07-24,204,1.7279779999999998,1.2512,0.8590399999999999,111.02,0.76747,0.94616,1.2608,7.8069,1.3454,1115.2,17.685
2017-07-25,205,1.7279779999999998,1.2507,0.85711,111.57,0.76641,0.94901,1.258,7.8082,1.3464,1117.7,17.748
2017-07-26,206,1.7279779999999998,1.2505,0.85815,111.85,0.76572,0.9569200000000001,1.2603,7.8115,1.3426,1117.5,17.73
2017-07-27,207,1.7279779999999998,1.252,0.8563,111.39,0.76379,0.9632299999999999,1.2536,7.8095,1.3336,1115.9,17.679000000000002
2017-07-28,208,1.7279779999999998,1.2447,0.8514299999999999,110.84,0.76231,0.9688700000000001,1.2523,7.81,1.3331,1123.4,17.761
2017-07-31,211,1.7279779999999998,1.2485,0.8482200000000001,110.39,0.75952,0.9673799999999999,1.253,7.8107,1.3347,1121.7,17.833
2017-08-01,212,1.9389740000000002,1.2514,0.8467399999999999,110.26,0.75664,0.96529,1.2538,7.8127,1.3375,1121.3,17.814
2017-08-02,213,1.9389740000000002,1.256,0.84352,110.56,0.75576,0.96914,1.2542,7.8169,1.3447,1122.4,17.869
2017-08-03,214,1.9389740000000002,1.2578,0.8425799999999999,110.24,0.76143,0.9693299999999999,1.2589,7.8182,1.3457,1128.1,17.861
2017-08-04,215,1.9389740000000002,1.2638,0.8489899999999999,110.76,0.76617,0.97275,1.2619,7.819,1.3485,1128.4,17.868
2017-08-08,219,1.9389740000000002,1.2672,0.8498399999999999,110.48,0.7699600000000001,0.97454,1.2634,7.8233,1.3632,1126.4,17.901
2017-08-09,220,1.9389740000000002,1.2705,0.85177,109.9,0.76958,0.96425,1.2691,7.817,1.3653,1139.5,17.98
2017-08-10,221,1.9389740000000002,1.2711,0.85103,109.39,0.77008,0.9642700000000001,1.2678,7.8166,1.3736,1144.1,17.92
2017-08-11,222,1.9389740000000002,1.2685,0.84657,109.07,0.76953,0.9617899999999999,1.2677,7.8193,1.3682,1142.8,17.861
2017-08-14,225,1.9389740000000002,1.2705,0.84841,109.62,0.77079,0.97088,1.272,7.8211,1.3713,1139.5,17.772000000000002
2017-08-15,226,1.9389740000000002,1.2755,0.85278,110.53,0.77741,0.973,1.2788,7.824,1.3807,1136.8,17.837
2017-08-16,227,1.9389740000000002,1.2699,0.8532,110.62,0.7773100000000001,0.97236,1.2677,7.8224,1.3747,1137.9,17.719
