,Day,CPI USA,CAD/USD,EUR/USD,JPY/USD,GBP/USD,CHF/USD,AUD/USD,HKD/USD,NZD/USD,KRW/USD,MXN/USD
2018-04-26,480,2.462744,1.2862,0.8244299999999999,109.28,0.7173,0.98711,1.3223,7.8468,1.4142,1078.1,18.848
2018-04-27,481,2.462744,1.2857,0.82639,109.14,0.72569,0.98892,1.3216,7.8484,1.4147,1068.7,18.688
2018-04-30,484,2.462744,1.2836,0.82765,109.34,0.72701,0.99066,1.3263,7.8484,1.4199,1069.7,18.747
2018-05-01,485,2.801012,1.2867,0.8329200000000001,109.69,0.73392,0.99536,1.3346,7.849,1.4275,1072.2,18.847
2018-05-02,486,2.801012,1.2851,0.83486,109.84,0.73464,0.99744,1.333,7.8498,1.4271,1077.2,19.044
2018-05-03,487,2.801012,1.2862,0.8347100000000001,109.19,0.73661,0.9980600000000001,1.3293,7.8494,1.4214,1077.2,19.083
2018-05-04,488,2.801012,1.2861,0.8368700000000001,109.08,0.7388,1.00054,1.3283,7.8498,1.4255,1076.2,19.19
2018-05-07,491,2.801012,1.2864,0.8388700000000001,109.2,0.73766,1.0032,1.3307,7.85,1.4249,1080.1,19.414
2018-05-08,492,2.801012,1.2963,0.84285,109.12,0.73943,1.00216,1.3423,7.8495,1.4351,1078.5,19.57
2018-05-09,493,2.801012,1.2856,0.8428,109.69,0.7369399999999999,1.00367,1.3404,7.8502,1.4311,1079.4,19.555999999999997
2018-05-10,494,2.801012,1.2775,0.83952,109.47,0.74028,1.00243,1.3293,7.8499,1.4377,1066.4,19.298
2018-05-11,495,2.801012,1.2779,0.8369200000000001,109.32,0.73769,0.99984,1.3251,7.8496,1.4352,1067.6,19.327
2018-05-14,498,2.801012,1.2775,0.83557,109.56,0.73631,0.99828,1.3253,7.8496,1.4425,1069.9,19.500999999999998
2018-05-15,499,2.801012,1.2876,0.8436600000000001,110.33,0.7407199999999999,1.00179,1.3383,7.8502,1.4557,1078.4,19.748
2018-05-16,500,2.801012,1.2809,0.84772,110.23,0.74139,1.00039,1.3319,7.85,1.4496,1078.2,19.676
2018-05-17,501,2.801012,1.2801,0.8475799999999999,110.74,0.74024,1.0017200000000002,1.3312,7.8498,1.4533,1082.1,19.7
2018-05-18,502,2.801012,1.288,0.84944,110.75,0.74198,0.9981399999999999,1.332,7.8497,1.4469,1082.4,19.913
2018-05-22,506,2.801012,1.2786,0.84872,110.99,0.74432,0.9936299999999999,1.3184,7.8496,1.442,1075.4,19.747
2018-05-23,507,2.801012,1.2876,0.85464,110.05,0.74965,0.99459,1.3255,7.8495,1.4487,1080.2,19.73
2018-05-24,508,2.801012,1.2891,0.8525200000000001,109.34,0.74687,0.99093,1.3209,7.8473,1.4439,1081.5,19.69
2018-05-25,509,2.801012,1.2974,0.85739,109.39,0.7507699999999999,0.99182,1.3236,7.8455,1.4457,1078.5,19.572
2018-05-28,512,2.801012,1.3001,0.8602,109.34,0.75137,0.9940399999999999,1.325,7.8459,1.4405,1074.5,19.586
2018-05-29,513,2.801012,1.302,0.8655799999999999,108.68,0.75417,0.9926799999999999,1.3307,7.8457,1.4473,1083.2,19.775
2018-05-30,514,2.801012,1.2897,0.859,108.93,0.75267,0.98926,1.3226,7.8472,1.4322,1079.2,19.741
2018-05-31,515,2.801012,1.2948,0.85646,108.72,0.75183,0.9849399999999999,1.3208,7.8455,1.4272,1079.9,19.963
2018-06-01,516,2.8715479999999998,1.2964,0.8571799999999999,109.49,0.74971,0.98856,1.3235,7.8455,1.4328,1073.2,19.893
2018-06-04,519,2.8715479999999998,1.2928,0.8545200000000001,109.65,0.74988,0.98725,1.307,7.8456,1.4213,1070.2,19.988
2018-06-05,520,2.8715479999999998,1.2993,0.85514,109.65,0.7478,0.9856600000000001,1.3137,7.8467,1.4245,1071.1,20.368
2018-06-06,521,2.8715479999999998,1.2913,0.8493200000000001,110.09,0.74525,0.98595,1.3042,7.8471,1.4203,1067.2,20.313
2018-06-07,522,2.8715479999999998,1.2972,0.84624,109.84,0.7453,0.9810200000000001,1.31,7.8465,1.4211,1072.1,20.473
2018-06-08,523,2.8715479999999998,1.2962,0.8499700000000001,109.48,0.74632,0.986,1.3166,7.8454,1.4222,1075.7,20.458
2018-06-11,526,2.8715479999999998,1.2993,0.8478899999999999,110.02,0.74733,0.98514,1.3137,7.8464,1.4217,1075.6,20.49
2018-06-12,527,2.8715479999999998,1.3004,0.8493200000000001,110.3,0.74744,0.98515,1.3166,7.8472,1.4245,1079.2,20.622
2018-06-13,528,2.8715479999999998,1.2988,0.8491700000000001,110.44,0.74833,0.9855799999999999,1.3182,7.8481,1.4213,1085.0,20.662
2018-06-14,529,2.8715479999999998,1.3052,0.85908,110.42,0.75102,0.9936799999999999,1.3302,7.8485,1.4277,1085.9,20.698
2018-06-15,530,2.8715479999999998,1.3177,0.86135,110.55,0.7530100000000001,0.99675,1.3417,7.8481,1.4403,1101.8,20.712
2018-06-18,533,2.8715479999999998,1.3213,0.86151,110.48,0.75542,0.99518,1.3472,7.8509,1.4418,1105.7,20.668000000000003
2018-06-19,534,2.8715479999999998,1.3276,0.8643799999999999,109.9,0.75915,0.99498,1.3564,7.851,1.4495,1113.8,20.561
2018-06-20,535,2.8715479999999998,1.3301,0.86325,110.2,0.7582800000000001,0.99566,1.3552,7.8472,1.4549,1108.4,20.385
2018-06-21,536,2.8715479999999998,1.331,0.8619399999999999,110.09,0.75488,0.9921,1.3547,7.8432,1.4546,1110.1,20.33
2018-06-22,537,2.8715479999999998,1.3308,0.85841,109.98,0.7537,0.9892200000000001,1.3452,7.8467,1.4481,1112.7,20.102999999999998
2018-06-25,540,2.8715479999999998,1.3303,0.85511,109.58,0.7532800000000001,0.9870899999999999,1.3497,7.8484,1.4505,1116.0,20.053
2018-06-26,541,2.8715479999999998,1.3306,0.8576799999999999,109.97,0.75572,0.99054,1.3525,7.8502,1.4584,1119.1,19.88
2018-06-27,542,2.8715479999999998,1.3307,0.86303,110.34,0.7607,0.99544,1.3572,7.8461,1.4701,1122.0,20.077
2018-06-28,543,2.8715479999999998,1.3267,0.8639100000000001,110.37,0.76427,0.9975200000000001,1.3607,7.8457,1.48,1122.4,19.867
2018-06-29,544,2.8715479999999998,1.3168,0.85729,110.75,0.75866,0.99224,1.3529,7.8474,1.4779,1113.1,19.742
2018-07-03,548,2.9495150000000003,1.3154,0.85811,110.63,0.75872,0.99245,1.3541,7.8438,1.4821,1115.7,19.592
2018-07-04,549,2.9495150000000003,1.3143,0.8581200000000001,110.54,0.75621,0.99275,1.3543,7.8419,1.4787,1116.7,19.434
2018-07-05,550,2.9495150000000003,1.3129,0.85503,110.61,0.75602,0.99282,1.3534,7.8476,1.4733,1118.3,19.248
2018-07-06,551,2.9495150000000003,1.3105,0.8514200000000001,110.5,0.7539,0.99003,1.3469,7.8473,1.4636,1116.3,19.081
2018-07-09,554,2.9495150000000003,1.3097,0.85062,110.71,0.75361,0.99085,1.3389,7.8472,1.4616,1112.7,19.148
2018-07-10,555,2.9495150000000003,1.3125,0.8526,111.23,0.75379,0.9929600000000001,1.3407,7.8499,1.4637,1115.1,19.019000000000002
2018-07-11,556,2.9495150000000003,1.3151,0.8540200000000001,111.64,0.75559,0.99395,1.353,7.8467,1.4748,1125.0,18.988
2018-07-12,557,2.9495150000000003,1.3166,0.8563799999999999,112.43,0.75645,1.0010700000000001,1.3504,7.8463,1.4762,1124.3,18.868
2018-07-13,558,2.9495150000000003,1.3171,0.8574299999999999,112.48,0.75752,1.0034299999999998,1.3506,7.8492,1.4807,1131.5,18.932000000000002
2018-07-16,561,2.9495150000000003,1.3137,0.85388,112.28,0.7550899999999999,0.99734,1.3475,7.8477,1.4759,1128.6,18.837
2018-07-17,562,2.9495150000000003,1.3187,0.85641,112.81,0.7605,0.9979600000000001,1.3529,7.8494,1.4729,1127.1,18.875999999999998
2018-07-18,563,2.9495150000000003,1.3204,0.8590200000000001,112.76,0.76612,0.99924,1.354,7.8502,1.4733,1131.4,18.92
2018-07-19,564,2.9495150000000003,1.3255,0.8606600000000001,112.71,0.7693,1.00076,1.3617,7.8478,1.4855,1137.8,19.069000000000003
2018-07-20,565,2.9495150000000003,1.3142,0.85382,111.75,0.76274,0.9940200000000001,1.3489,7.8507,1.4702,1129.0,19.038
2018-07-23,568,2.9495150000000003,1.3156,0.85451,111.4,0.76267,0.9923799999999999,1.3542,7.8497,1.4731,1136.1,19.055999999999997
2018-07-24,569,2.9495150000000003,1.3157,0.85529,111.12,0.76118,0.9937299999999999,1.3485,7.8456,1.4699,1127.4,18.868
2018-07-25,570,2.9495150000000003,1.3088,0.85526,110.92,0.7599100000000001,0.9929399999999999,1.3473,7.8465,1.4676,1122.5,18.756
2018-07-26,571,2.9495150000000003,1.3065,0.8571700000000001,111.1,0.76132,0.99339,1.3531,7.8468,1.4716,1122.4,18.651
2018-07-27,572,2.9495150000000003,1.3062,0.85816,110.98,0.7627,0.99482,1.3512,7.8498,1.4723,1117.4,18.588
2018-07-30,575,2.9495150000000003,1.3021,0.8541700000000001,111.01,0.7612800000000001,0.98921,1.3503,7.8487,1.4653,1117.7,18.543
2018-07-31,576,2.9495150000000003,1.3017,0.85419,111.83,0.76172,0.9894299999999999,1.3456,7.851,1.4675,1114.5,18.625
2018-08-01,577,2.69918,1.3002,0.85669,111.8,0.7619600000000001,0.9919100000000001,1.3507,7.8515,1.4715,1118.0,18.609
2018-08-02,578,2.69918,1.3014,0.8614,111.52,0.7672399999999999,0.9944200000000001,1.3563,7.8492,1.4812,1128.7,18.65
2018-08-03,579,2.69918,1.2983,0.86306,111.25,0.76845,0.9935,1.3513,7.8495,1.4811,1124.1,18.587
2018-08-07,583,2.69918,1.3023,0.86251,111.21,0.77237,0.9948799999999999,1.3466,7.8499,1.4843,1118.8,18.465
2018-08-08,584,2.69918,1.3052,0.86203,110.99,0.77644,0.99451,1.3478,7.8485,1.4829,1119.4,18.465999999999998
2018-08-09,585,2.69918,1.304,0.8644299999999999,110.98,0.7773,0.9918600000000001,1.3516,7.8507,1.5086,1120.3,18.637
2018-08-10,586,2.69918,1.3113,0.87589,110.75,0.78361,0.99469,1.3697,7.8521,1.5163,1130.4,18.933
2018-08-13,589,2.69918,1.3136,0.87684,110.76,0.7834899999999999,0.99387,1.3749,7.8518,1.5197,1135.3,19.177
2018-08-14,590,2.69918,1.3087,0.88015,111.0,0.78492,0.99287,1.3801,7.8506,1.5179,1129.2,18.972
2018-08-15,591,2.69918,1.3138,0.88251,110.68,0.78793,0.99485,1.3831,7.8483,1.5245,1135.5,19.194000000000003
2018-08-16,592,2.69918,1.3152,0.8790899999999999,110.8,0.78651,0.9953799999999999,1.376,7.8519,1.5173,1127.0,19.028
2018-08-17,593,2.69918,1.3081,0.8760399999999999,110.48,0.7853600000000001,0.99475,1.372,7.8517,1.5123,1122.8,19.044
2018-08-20,596,2.69918,1.3065,0.8736799999999999,110.35,0.7828,0.99346,1.3668,7.8516,1.5094,1120.5,19.017
2018-08-21,597,2.69918,1.3036,0.86641,110.38,0.7769199999999999,0.9866799999999999,1.3591,7.8483,1.4972,1117.1,18.887
2018-08-22,598,2.69918,1.3016,0.8622200000000001,110.49,0.7743,0.9827899999999999,1.3605,7.8504,1.4928,1118.2,18.82
2018-08-23,599,2.69918,1.3063,0.86521,111.17,0.77918,0.9850700000000001,1.3769,7.8504,1.5036,1123.2,18.872
2018-08-24,600,2.69918,1.3036,0.8608,111.23,0.77804,0.9829600000000001,1.3653,7.8483,1.4958,1114.2,18.874000000000002
2018-08-27,603,2.69918,1.2986,0.85705,111.09,0.77589,0.9803700000000001,1.3619,7.8513,1.4942,1109.9,18.712
2018-08-28,604,2.69918,1.2917,0.8537899999999999,111.07,0.7757,0.9756799999999999,1.361,7.8475,1.489,1105.9,18.907
2018-08-29,605,2.69918,1.2931,0.85534,111.57,0.77085,0.97277,1.3705,7.8513,1.4918,1111.9,19.05
2018-08-30,606,2.69918,1.298,0.85744,111.23,0.76873,0.9704,1.375,7.8476,1.5042,1112.3,19.116
2018-08-31,607,2.69918,1.3055,0.8608600000000001,110.92,0.77107,0.96905,1.3887,7.8503,1.5099,1116.8,19.148
2018-09-04,611,2.276972,1.3182,0.86462,111.43,0.77866,0.97493,1.3929,7.8511,1.5266,1119.0,19.374000000000002
2018-09-05,612,2.276972,1.3185,0.86075,111.55,0.77468,0.97234,1.3913,7.8482,1.519,1121.2,19.421
2018-09-06,613,2.276972,1.3188,0.8599399999999999,110.92,0.7729,0.96757,1.3892,7.85,1.5164,1122.4,19.315
2018-09-07,614,2.276972,1.3164,0.8642299999999999,111.09,0.77262,0.96815,1.4034,7.8497,1.5275,1126.1,19.262
2018-09-10,617,2.276972,1.3163,0.86219,111.17,0.7681,0.9741,1.4051,7.8491,1.5308,1129.9,19.292
2018-09-11,618,2.276972,1.3141,0.8631200000000001,111.55,0.7689699999999999,0.9738399999999999,1.4088,7.8501,1.5366,1127.0,19.265
2018-09-12,619,2.276972,1.3014,0.8606,111.33,0.7672,0.97105,1.3978,7.8492,1.5275,1122.9,19.067999999999998
2018-09-13,620,2.276972,1.2997,0.85619,111.75,0.76327,0.96704,1.3889,7.8484,1.5221,1120.4,18.861
2018-09-14,621,2.276972,1.3033,0.85834,112.06,0.76453,0.96655,1.3946,7.8465,1.5247,1120.6,18.861
2018-09-17,624,2.276972,1.3019,0.85567,111.94,0.76037,0.9623799999999999,1.3917,7.8475,1.519,1125.2,18.835
2018-09-18,625,2.276972,1.2992,0.8559200000000001,112.29,0.76066,0.9630799999999999,1.387,7.8454,1.5186,1123.9,18.78
2018-09-19,626,2.276972,1.2947,0.85657,112.29,0.76069,0.96778,1.377,7.8467,1.5125,1121.0,18.761
2018-09-20,627,2.276972,1.2905,0.8501299999999999,112.41,0.7540600000000001,0.9606899999999999,1.373,7.845,1.4971,1118.3,18.815
2018-09-21,628,2.276972,1.2916,0.85125,112.61,0.76408,0.95816,1.3736,7.8089,1.4975,1115.4,18.844
2018-09-24,631,2.276972,1.2935,0.8495299999999999,112.67,0.76151,0.96142,1.3769,7.811,1.5029,1118.9,18.878
2018-09-25,632,2.276972,1.2948,0.8492700000000001,112.89,0.7595,0.9649,1.3789,7.8094,1.5035,1118.1,19.002
2018-09-26,633,2.276972,1.2975,0.85115,112.92,0.7590399999999999,0.9672700000000001,1.3777,7.8116,1.5028,1114.7,18.917
2018-09-27,634,2.276972,1.3045,0.8567,113.24,0.7628199999999999,0.97598,1.3854,7.8161,1.5091,1113.1,18.820999999999998
2018-09-28,635,2.276972,1.2945,0.86185,113.55,0.7671100000000001,0.97735,1.3836,7.8265,1.5093,1110.2,18.727999999999998
2018-10-01,638,2.52247,1.2803,0.86326,114.01,0.76651,0.9839399999999999,1.3847,7.8258,1.5123,1112.3,18.655
2018-10-02,639,2.52247,1.2817,0.86595,113.73,0.77058,0.98441,1.391,7.8344,1.5159,1118.4,18.771
2018-10-03,640,2.52247,1.2832,0.86755,114.16,0.76977,0.9892799999999999,1.4013,7.8387,1.5289,1121.7,18.837
2018-10-04,641,2.52247,1.29,0.86875,113.86,0.76831,0.99193,1.4126,7.8372,1.541,1131.6,19.105
2018-10-05,642,2.52247,1.2936,0.86813,113.77,0.76386,0.9921,1.4166,7.8353,1.5501,1130.8,18.929000000000002
2018-10-09,646,2.52247,1.2965,0.8714200000000001,113.13,0.76278,0.99311,1.4119,7.8338,1.5497,1134.3,19.021
2018-10-10,647,2.52247,1.2992,0.86764,112.78,0.75795,0.99145,1.4094,7.8359,1.5459,1138.7,19.095
2018-10-11,648,2.52247,1.3038,0.8638399999999999,112.2,0.75648,0.9896,1.4059,7.8353,1.5346,1136.7,19.02
2018-10-12,649,2.52247,1.3031,0.8651,112.14,0.75947,0.9914799999999999,1.4051,7.8358,1.5361,1132.1,18.905
2018-10-15,652,2.52247,1.2993,0.86315,111.82,0.76022,0.98708,1.4009,7.8365,1.5279,1129.8,18.814
2018-10-16,653,2.52247,1.2938,0.8632200000000001,112.21,0.75745,0.98945,1.4005,7.8365,1.5177,1124.1,18.764
2018-10-17,654,2.52247,1.2994,0.86754,112.31,0.76175,0.9932700000000001,1.404,7.8371,1.5226,1127.0,18.820999999999998
2018-10-18,655,2.52247,1.3057,0.8709899999999999,112.27,0.76567,0.9955,1.4047,7.8373,1.5253,1137.4,19.084
2018-10-19,656,2.52247,1.3104,0.8698899999999999,112.48,0.76623,0.99665,1.4024,7.842,1.5167,1131.6,19.208
2018-10-22,659,2.52247,1.3105,0.8715700000000001,112.78,0.77075,0.9964299999999999,1.4105,7.8379,1.5245,1132.7,19.36
2018-10-23,660,2.52247,1.3098,0.8715200000000001,112.24,0.76957,0.9949100000000001,1.4134,7.8384,1.5255,1137.0,19.373
2018-10-24,661,2.52247,1.3029,0.87761,112.51,0.7752100000000001,0.9977799999999999,1.4137,7.8393,1.531,1136.9,19.475
2018-10-25,662,2.52247,1.3076,0.8788799999999999,112.53,0.77908,1.0003799999999998,1.4119,7.8393,1.5329,1136.1,19.461
2018-10-26,663,2.52247,1.3108,0.87849,111.84,0.77996,0.9989299999999999,1.4134,7.8397,1.5365,1141.8,19.465
2018-10-29,666,2.52247,1.3119,0.87841,112.42,0.78066,1.00084,1.4138,7.8416,1.5312,1140.8,19.829
2018-10-30,667,2.52247,1.3133,0.8804,112.83,0.78547,1.00367,1.4075,7.8453,1.5248,1139.0,20.02
2018-10-31,668,2.52247,1.3142,0.88344,113.1,0.7834300000000001,1.00705,1.4119,7.8413,1.5319,1140.8,20.284000000000002
2018-11-01,669,2.176601,1.3088,0.8768600000000001,112.73,0.7712399999999999,1.00253,1.3898,7.8371,1.5051,1126.3,20.132
2018-11-02,670,2.176601,1.3105,0.8771200000000001,113.07,0.77061,1.00222,1.3885,7.8286,1.5037,1118.2,20.017
2018-11-05,673,2.176601,1.3096,0.87716,113.19,0.76769,1.00453,1.3879,7.8325,1.5003,1122.2,19.973
2018-11-06,674,2.176601,1.313,0.8758600000000001,113.39,0.76422,1.00329,1.3842,7.8295,1.4987,1122.2,19.831
2018-11-07,675,2.176601,1.3096,0.87231,113.29,0.76078,0.99916,1.3729,7.8279,1.4738,1117.4,19.824
2018-11-08,676,2.176601,1.3114,0.8766,113.84,0.7636,1.00383,1.3732,7.8246,1.476,1118.9,20.046
2018-11-09,677,2.176601,1.3206,0.8819299999999999,113.84,0.76927,1.00594,1.3824,7.8327,1.4833,1129.7,20.28
2018-11-13,681,2.176601,1.3241,0.8871100000000001,113.95,0.77077,1.00899,1.3875,7.8303,1.4806,1133.6,20.494
2018-11-14,682,2.176601,1.3235,0.8841600000000001,113.7,0.7701899999999999,1.007,1.3846,7.8314,1.4722,1133.1,20.387
2018-11-15,683,2.176601,1.3202,0.8833700000000001,113.42,0.78271,1.00579,1.3751,7.8304,1.4654,1128.4,20.326
2018-11-16,684,2.176601,1.3154,0.87705,112.81,0.7788,1.00137,1.3671,7.8298,1.4572,1124.3,20.180999999999997
2018-11-19,687,2.176601,1.3182,0.87356,112.57,0.7780199999999999,0.99419,1.371,7.8324,1.4635,1125.7,20.355
2018-11-20,688,2.176601,1.3259,0.8781899999999999,112.65,0.78063,0.9943,1.381,7.8317,1.4672,1129.4,20.427
2018-11-21,689,2.176601,1.327,0.87741,113.03,0.78201,0.9945299999999999,1.3765,7.8335,1.4621,1128.4,20.226
2018-11-22,690,2.176601,1.3205,0.8768299999999999,112.96,0.77672,0.9948,1.379,7.8321,1.4685,1130.6,20.287
2018-11-23,691,2.176601,1.3228,0.88187,112.87,0.78027,0.99729,1.3833,7.8272,1.4758,1132.5,20.385
2018-11-26,694,2.176601,1.323,0.8815299999999999,113.46,0.77961,0.99834,1.3819,7.8238,1.4728,1127.9,20.537
2018-11-27,695,2.176601,1.3289,0.88487,113.68,0.78471,0.9988,1.3844,7.8263,1.473,1130.0,20.47
2018-11-28,696,2.176601,1.3302,0.88315,113.79,0.78128,0.9966299999999999,1.3752,7.8247,1.4634,1126.3,20.352
2018-11-29,697,2.176601,1.3275,0.8786700000000001,113.36,0.78258,0.9964700000000001,1.3667,7.8226,1.4583,1120.3,20.239
2018-11-30,698,2.176601,1.3301,0.8827299999999999,113.59,0.7840699999999999,0.99902,1.3695,7.8241,1.456,1120.6,20.347
2018-12-03,701,1.910159,1.3191,0.88128,113.62,0.78555,0.99803,1.3581,7.8146,1.4435,1111.3,20.225
2018-12-04,702,1.910159,1.3219,0.88033,112.79,0.7852600000000001,0.99698,1.36,7.8034,1.4419,1109.9,20.488000000000003
2018-12-05,703,1.910159,1.3353,0.88139,113.16,0.78459,0.9979100000000001,1.3748,7.8134,1.4483,1113.7,20.524
2018-12-06,704,1.910159,1.3404,0.8787200000000001,112.54,0.7824399999999999,0.99274,1.385,7.8112,1.4541,1120.7,20.448
2018-12-07,705,1.910159,1.3299,0.8775299999999999,112.7,0.7846,0.99135,1.386,7.8138,1.4565,1123.2,20.257
2018-12-10,708,1.910159,1.3379,0.8789299999999999,113.0,0.79481,0.9895,1.39,7.8148,1.4539,1129.0,20.33
2018-12-11,709,1.910159,1.3402,0.8825200000000001,113.29,0.79707,0.9920100000000001,1.3878,7.8146,1.453,1129.1,20.239
2018-12-12,710,1.910159,1.3346,0.88,113.29,0.7914800000000001,0.9928600000000001,1.3849,7.8138,1.4594,1125.3,20.066
2018-12-13,711,1.910159,1.3359,0.8805,113.6,0.79075,0.9936,1.3835,7.8123,1.4575,1125.4,20.235
2018-12-14,712,1.910159,1.3379,0.8853200000000001,113.48,0.7958,0.99739,1.3944,7.8103,1.4705,1133.8,20.327
2018-12-17,715,1.910159,1.3399,0.88134,112.88,0.79261,0.99267,1.3928,7.8128,1.4695,1130.7,20.107
2018-12-18,716,1.910159,1.3454,0.87975,112.49,0.79057,0.9924,1.3926,7.8221,1.4591,1128.7,20.102
2018-12-19,717,1.910159,1.345,0.87628,112.27,0.79081,0.9924700000000001,1.3961,7.8243,1.4612,1124.6,20.035999999999998
2018-12-20,718,1.910159,1.3495,0.87324,111.34,0.7895,0.9893700000000001,1.4046,7.8277,1.4757,1122.7,19.892
2018-12-21,719,1.910159,1.3566,0.87789,111.2,0.79065,0.99261,1.4142,7.8326,1.487,1125.8,19.927
2018-12-24,722,1.910159,1.3589,0.87598,110.57,0.78704,0.98959,1.4176,7.8323,1.4871,1124.9,19.85
2018-12-27,725,1.910159,1.3641,0.8754299999999999,110.72,0.79101,0.98819,1.4232,7.8307,1.492,1121.8,19.727
2018-12-28,726,1.910159,1.3638,0.8736700000000001,110.34,0.78796,0.9829899999999999,1.4193,7.8289,1.4916,1116.0,19.668
2018-12-31,729,1.910159,1.3642,0.87376,109.93,0.78227,0.9848399999999999,1.4187,7.8312,1.4914,1114.5,19.651
